File_ID;Group_ID;Rating_1;Rating_2;Rating_3;Rating_4;Rating_5
img_1179.png;10;1;0;1;1;1
img_1180.png;10;1;1;1;1;2
img_1181.png;10;2;2;2;2;2
img_1182.png;10;0;0;0;0;0
img_1183.png;10;0;1;1;0;1
img_1184.png;10;0;0;0;0;0
img_1185.png;10;1;1;1;1;1
img_1186.png;10;2;2;2;2;2
img_1187.png;10;0;0;0;0;0
img_1188.png;10;0;0;0;0;0
img_1189.png;10;1;2;1;1;1
img_1190.png;10;2;2;2;2;2
img_1191.png;10;2;2;2;2;2
img_1192.png;10;2;0;2;2;2
img_1193.png;10;1;2;1;2;2
img_1194.png;10;1;2;2;2;2
img_1195.png;10;0;0;0;0;0
img_1196.png;10;2;2;2;2;2
img_1197.png;10;0;0;1;0;0
img_1198.png;10;2;2;2;2;2
img_1199.png;10;1;2;1;1;1
img_1200.png;10;0;0;0;0;0
img_1201.png;10;2;2;2;2;2
img_1202.png;10;1;1;1;1;1
img_1203.png;10;0;0;0;0;0
img_1204.png;10;1;1;1;2;1
img_1205.png;10;1;2;1;2;1
img_1206.png;10;1;2;2;2;2
img_1207.png;10;2;2;2;2;2
img_1208.png;10;0;0;0;0;0
img_1209.png;10;0;0;0;0;0
img_1210.png;10;0;1;1;1;0
img_1211.png;10;1;1;1;1;1
img_1212.png;10;1;2;1;1;2
img_1213.png;10;1;1;2;2;2
img_1214.png;10;2;2;2;1;2
img_1215.png;10;0;0;0;0;0
img_1216.png;10;0;0;0;0;0
img_1217.png;10;1;1;1;0;0
img_1218.png;10;0;0;0;0;0
img_1219.png;10;0;0;0;0;0
img_1220.png;10;0;0;0;0;0
img_1221.png;10;1;2;1;0;1
img_1222.png;10;2;2;2;1;2
img_1223.png;10;0;0;0;1;0
img_1224.png;10;0;0;0;0;0
img_1225.png;10;0;0;1;0;0
img_1226.png;10;2;2;2;1;2
img_1227.png;10;0;0;0;0;0
img_1228.png;10;0;1;1;1;1
img_1229.png;10;2;2;2;2;2
img_1230.png;10;2;2;2;2;2
img_1231.png;10;1;1;2;2;1
img_1232.png;10;2;2;2;2;2
img_1233.png;10;2;2;2;1;2
img_1234.png;10;0;0;0;0;0
img_1235.png;10;1;2;2;1;1
img_1236.png;10;0;0;1;0;0
img_1237.png;10;1;2;1;1;1
img_1238.png;10;0;0;0;0;0
img_1239.png;10;1;2;1;1;0
img_1240.png;10;1;1;1;1;1
img_1241.png;10;0;0;0;0;0
img_1242.png;10;1;1;1;1;1
img_1243.png;10;0;0;1;0;0
img_1244.png;10;0;0;0;0;0
img_1245.png;10;0;0;0;0;0
img_1246.png;10;1;2;1;0;2
img_1247.png;10;1;2;1;1;1
img_1248.png;10;1;0;1;1;1
img_1249.png;10;0;0;0;1;0
img_1250.png;10;0;0;0;2;0
img_1251.png;10;1;2;1;1;1
img_1252.png;10;1;2;1;0;1
img_1253.png;10;0;0;0;0;0
img_1254.png;10;2;2;2;2;2
img_1255.png;10;1;1;1;0;1
img_1256.png;10;1;1;1;1;1
img_1257.png;10;1;1;1;2;1
img_1258.png;10;0;0;0;0;0
img_1259.png;10;1;2;1;1;1
img_1260.png;10;2;2;2;1;1
img_1261.png;10;1;1;1;2;2
img_1262.png;10;0;0;0;0;0
img_1263.png;10;2;2;2;2;2
img_1264.png;10;2;2;2;2;2
img_1265.png;10;0;0;0;0;0
img_1266.png;10;2;2;2;1;1
img_1267.png;10;1;1;1;1;1
img_1268.png;10;0;0;0;0;0
img_1269.png;10;1;2;2;2;1
img_1270.png;10;0;0;0;0;0
img_1271.png;10;1;1;2;2;2
img_1272.png;10;0;0;0;1;0
img_1273.png;10;1;0;1;1;1
img_1274.png;10;2;2;2;2;2
img_1275.png;10;1;1;1;0;1
img_1276.png;10;2;2;2;2;2
img_1277.png;10;1;2;1;2;1
img_1278.png;10;2;0;2;2;2
img_1279.png;10;0;0;0;0;0
img_1280.png;10;1;1;1;2;1
img_1281.png;10;2;2;2;2;2
img_1282.png;10;0;0;0;0;0
img_1283.png;10;2;2;2;2;2
img_1284.png;10;0;0;0;0;0
img_1285.png;10;0;0;0;0;0
img_1286.png;10;1;2;1;0;1
img_1287.png;10;2;2;2;1;2
img_1288.png;10;2;2;2;2;2
img_1289.png;10;1;1;1;2;1
img_1290.png;10;0;0;0;0;0
img_1291.png;10;1;0;0;2;0
img_1292.png;10;1;1;1;1;1
img_1293.png;10;0;0;0;0;0
img_1294.png;10;1;2;2;2;2
img_1295.png;10;1;1;1;1;1
img_1296.png;10;0;0;0;0;0
img_1297.png;10;1;1;1;2;1
img_1298.png;10;0;0;0;0;0
img_1299.png;10;0;0;0;0;0
img_1300.png;10;0;0;0;0;0
img_1301.png;10;1;1;1;1;1
img_1302.png;10;1;1;2;1;1
img_1303.png;10;0;0;0;0;0
img_1304.png;10;1;2;1;2;1
img_1305.png;10;1;1;1;1;1
img_1306.png;10;1;0;1;1;1
img_1307.png;10;0;0;0;0;0
img_1308.png;10;0;0;0;0;0
img_1309.png;10;0;0;0;0;0
img_1310.png;10;1;1;1;2;1
img_1311.png;10;1;1;1;2;1
img_1312.png;10;1;1;1;2;1
img_1313.png;10;2;2;2;2;2
img_1314.png;10;1;1;1;0;1
img_1315.png;10;1;1;1;2;1
img_1316.png;10;0;0;0;0;0
img_1317.png;10;0;0;0;0;1
img_1318.png;10;2;2;2;2;2
img_1319.png;10;2;2;2;2;2
img_1320.png;10;1;1;1;1;1
img_1321.png;10;0;0;0;0;0
img_1322.png;10;0;0;0;0;0
img_1323.png;10;0;0;0;0;1
img_1324.png;10;1;1;1;0;1
img_1325.png;10;0;0;0;0;0
img_1326.png;10;1;0;1;0;1
img_1327.png;10;1;0;1;0;1
img_1328.png;10;0;0;0;0;0
img_1329.png;10;1;2;2;0;1
img_1330.png;10;1;2;2;1;1
img_1331.png;10;0;0;0;0;0
img_1332.png;10;0;0;0;0;0
img_1333.png;10;1;0;1;0;1
img_1334.png;10;1;0;1;1;1
img_1335.png;10;2;2;2;1;2
img_1336.png;10;2;2;2;2;2
img_1337.png;10;0;0;0;2;0
img_1338.png;10;1;0;1;0;1
img_1339.png;10;1;1;1;1;2
img_1340.png;10;1;2;2;2;1
img_1341.png;10;0;0;0;2;1
img_1342.png;10;1;1;1;0;1
img_1343.png;10;1;1;1;1;1
img_1344.png;10;1;1;1;1;2
img_1345.png;10;2;2;2;1;2
img_1346.png;10;2;2;1;0;1
img_1347.png;10;1;2;1;1;2
img_1348.png;10;2;2;2;1;2
img_1349.png;10;1;2;2;2;2
img_1350.png;10;1;2;2;2;1
img_1351.png;10;1;0;1;2;0
img_1352.png;10;0;0;0;0;0
img_1353.png;10;1;2;2;0;1
img_1354.png;10;0;0;0;1;0
img_1355.png;10;0;1;1;0;0
img_1356.png;10;0;1;1;1;1
img_1357.png;10;2;2;2;2;2
img_1358.png;10;0;0;0;2;0
img_1359.png;10;0;0;0;0;0
img_1360.png;10;2;2;2;0;2
img_1361.png;10;0;0;0;2;0
img_1362.png;10;1;1;1;0;1
img_1363.png;10;2;2;2;0;2
img_1364.png;10;2;2;2;2;1
img_1365.png;10;0;0;0;1;0
img_1366.png;10;0;0;0;0;0
img_1367.png;10;0;0;0;0;0
img_1368.png;10;1;1;1;0;1
img_1369.png;10;1;2;1;0;1
img_1370.png;10;2;2;2;0;1
img_1371.png;10;1;2;0;2;1
img_1372.png;10;1;1;1;0;0
img_1373.png;10;0;0;0;1;0
img_1374.png;10;1;1;1;0;2
img_1375.png;10;2;2;2;0;2
img_1376.png;10;2;2;2;0;2
img_1377.png;10;0;0;0;0;0
img_1378.png;10;2;1;2;0;1